title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
"3bdrm Apartment in In An Estate, Ikate for sale","Lekki, Ikate",Ikate,Lekki,330000000.0,diamond,190.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Orchid, Ikota for sale","Lekki, Ikota",Ikota,Lekki,160000000.0,diamond,200.0,4.0,4.0,Unfurnished
"6bdrm Duplex in In Q Secure And, Idimu for sale","Egbe/Idimu, Idimu",Idimu,Egbe/Idimu,200000000.0,diamond,649.0,6.0,6.0,Unfurnished
"5bdrm Duplex in In An Estate, Allen Avenue for sale","Ikeja, Allen Avenue",Allen Avenue,Ikeja,620000000.0,diamond,300.0,5.0,5.0,Unfurnished
"3bdrm Room & Parlour in Ogo Oluwa, Ado-Odo/Ota for sale","Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,13700000.0,vip,330.0,3.0,3.0,Semi-Furnished
Furnished 4bdrm Duplex in Orchid Lekki for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,250000000.0,diamond,600.0,4.0,4.0,Furnished
Furnished 3bdrm Apartment in Ogba Ikeja for sale,"Lagos State, Ogba",Ogba,Lagos State,110000000.0,diamond,1200.0,3.0,3.0,Furnished
5bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,370000000.0,False,400.0,5.0,5.0,Semi-Furnished
6bdrm Block of Flats in Ayobo for sale,"Ipaja, Ayobo",Ayobo,Ipaja,25000000.0,diamond,350.0,6.0,6.0,Semi-Furnished
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,2000000000.0,vip,400.0,5.0,5.0,Furnished
Furnished 4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,145000000.0,vip,500.0,4.0,4.0,Furnished
Furnished 5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,500000000.0,vip,800.0,5.0,5.0,Furnished
"2bdrm Apartment in Oniru Lagos, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,305000000.0,diamond,600.0,2.0,2.0,Semi-Furnished
Furnished 6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1200000000.0,vip,800.0,6.0,6.0,Furnished
4bdrm Duplex in Jahi By Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),450000000.0,False,1700.0,4.0,6.0,Semi-Furnished
5bdrm Duplex in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),500000000.0,False,1500.0,5.0,6.0,Unfurnished
"4bdrm Bungalow in Mobil Estate, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,80000000.0,vip,500.0,4.0,4.0,Unfurnished
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,350000000.0,enterprise,500.0,4.0,4.0,Unfurnished
"6bdrm Duplex in In An Estate, Chevron for sale","Lekki, Chevron",Chevron,Lekki,750000000.0,diamond,400.0,6.0,6.0,Unfurnished
2bdrm Block of Flats in Otile Iganmu for sale,"Orile, Iganmu",Iganmu,Orile,280000000.0,diamond,668.0,2.0,2.0,Unfurnished
3bdrm Block of Flats in Orelope Egbeda for sale,"Oyo State, Orelope",Orelope,Oyo State,100000000.0,diamond,649.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Inside An Estate In, Ikota for sale","Lekki, Ikota",Ikota,Lekki,180000000.0,diamond,220.0,4.0,4.0,Unfurnished
"4bdrm Duplex in Fort Court Est, Apata for sale","Ibadan, Apata",Apata,Ibadan,82528500.0,diamond,400.0,4.0,4.0,Unfurnished
"5bdrm Duplex in In An Estate, Igbo-efon for sale","Lekki, Igbo-efon",Igbo-efon,Lekki,550000000.0,diamond,400.0,5.0,5.0,Unfurnished
"3bdrm Block of Flats in On A Close Street In, Alakuko for sale","Ifako-Ijaiye, Alakuko",Alakuko,Ifako-Ijaiye,330000000.0,diamond,1670.0,3.0,3.0,Unfurnished
"4bdrm Duplex in In A Secure Estate, Ebute Metta for sale","Yaba, Ebute Metta",Ebute Metta,Yaba,270000000.0,diamond,270.0,4.0,4.0,Unfurnished
3bdrm Block of Flats in Peace Estate Baruwa for sale,"Ipaja, Baruwa",Baruwa,Ipaja,135000000.0,diamond,650.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Maryland for sale","Lagos State, Maryland",Maryland,Lagos State,290000000.0,diamond,250.0,4.0,4.0,Unfurnished
2bdrm Block of Flats in Isheri for sale,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Egbe/Idimu,130000000.0,diamond,300.0,2.0,2.0,Unfurnished
Furnished 4bdrm Duplex in Ikoyi for sale,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,1300000000.0,diamond,600.0,4.0,4.0,Furnished
Furnished 5bdrm Duplex in Ajah Estate for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,530000000.0,diamond,600.0,5.0,5.0,Furnished
"Furnished 5bdrm Block of Flats in Ijn Homes And, Ebonyi for sale","Ebonyi State, Ebonyi",Ebonyi,Ebonyi State,350000000.0,vip,1300.0,5.0,5.0,Furnished
2bdrm Block of Flats in Bakare Estate Off for sale,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,210000000.0,diamond,649.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,400000000.0,diamond,300.0,4.0,4.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Maryland for sale","Lagos State, Maryland",Maryland,Lagos State,400000000.0,diamond,250.0,4.0,4.0,Unfurnished
"3bdrm Block of Flats in In Good Location, Ogudu Road for sale","Ojota, Ogudu Road",Ogudu Road,Ojota,350000000.0,diamond,620.0,3.0,3.0,Unfurnished
"2bdrm Apartment in In An Estate, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,290000000.0,diamond,170.0,2.0,2.0,Unfurnished
"3bdrm Apartment in In A Secure Location, Yaba for sale","Lagos State, Yaba",Yaba,Lagos State,150000000.0,diamond,200.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Ogudu GRA for sale","Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,300000000.0,diamond,220.0,4.0,4.0,Unfurnished
"Furnished 2bdrm Block of Flats in Ikeja, Ajao Estate for sale","Isolo, Ajao Estate",Ajao Estate,Isolo,300000000.0,diamond,380.0,2.0,2.0,Furnished
"4bdrm Duplex in In An Estate, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,285000000.0,diamond,230.0,4.0,4.0,Unfurnished
"4bdrm Duplex in In A Secure Location, Surulere for sale","Lagos State, Surulere",Surulere,Lagos State,295000000.0,diamond,300.0,4.0,4.0,Unfurnished
"2bdrm Block of Flats in Ikotun Lagos, Governors Road for sale","Ikotun/Igando, Governors Road",Governors Road,Ikotun/Igando,140000000.0,diamond,325.0,2.0,2.0,Unfurnished
"Furnished 3bdrm Bungalow in Anof-Gafa, Charity, Agric for sale","Ikorodu, Agric",Agric,Ikorodu,55000000.0,diamond,120.0,3.0,3.0,Furnished
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,220000000.0,vip,300.0,5.0,5.0,Unfurnished
5bdrm Duplex in Lekki County Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,450000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,500000000.0,diamond,400.0,5.0,5.0,Unfurnished
5bdrm Duplex in Orchid Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,380000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
Furnished 6bdrm Duplex in Upper Chime New for sale,"Enugu State, Enugu",Enugu,Enugu State,140000000.0,vip,500.0,6.0,6.0,Furnished
4bdrm Block of Flats in Idu Residential Area for sale,"Jiwa, Idu",Idu,Jiwa,110000000.0,False,180.0,4.0,5.0,Unfurnished
"3bdrm Bungalow in In Good And Secure, Ijegun for sale","Ikotun/Igando, Ijegun",Ijegun,Ikotun/Igando,75000000.0,diamond,330.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,400000000.0,diamond,300.0,4.0,4.0,Unfurnished
"3bdrm Apartment in Greenwich Garden, Kosofe / Kosofe for sale","Kosofe, Kosofe / Kosofe",Kosofe / Kosofe,Kosofe,102500000.0,diamond,180.0,3.0,3.0,Unfurnished
4bdrm Duplex in Abijo Heights for sale,"Ibeju, Abijo",Abijo,Ibeju,130000000.0,diamond,200.0,4.0,4.0,Unfurnished
"4bdrm Block of Flats in Awesu Estate, Igbogbo for sale","Ikorodu, Igbogbo",Igbogbo,Ikorodu,40000000.0,diamond,325.0,4.0,4.0,Unfurnished
"5bdrm Duplex in Orchid Road, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,420000000.0,diamond,370.0,5.0,5.0,Unfurnished
"3bdrm Duplex in In An Estate Inppp, Ikota for sale","Lekki, Ikota",Ikota,Lekki,120000000.0,diamond,230.0,3.0,3.0,Unfurnished
"5bdrm Duplex in Inside An Estate, Phase 1 / Gbagada for sale","Gbagada, Phase 1 / Gbagada",Phase 1 / Gbagada,Gbagada,495000000.0,diamond,370.0,5.0,5.0,Unfurnished
Furnished 5bdrm Duplex in Lekki County Home for sale,"Lekki, Ikota",Ikota,Lekki,600000000.0,diamond,600.0,5.0,5.0,Furnished
Furnished 2bdrm Apartment in Ologolo Lekki for sale,"Lekki, Ologolo",Ologolo,Lekki,150000000.0,diamond,600.0,2.0,2.0,Furnished
Furnished 2bdrm Apartment in Lekki Flourish for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,200000000.0,diamond,600.0,2.0,2.0,Furnished
Furnished 6bdrm Duplex in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,7500000000.0,diamond,2000.0,6.0,6.0,Furnished
4bdrm Duplex in Gwarinpa Estate for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),320000000.0,False,300.0,4.0,5.0,Unfurnished
3bdrm Apartment in Ado-Odo/Ota for sale,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,32000000.0,diamond,50.0,3.0,4.0,Semi-Furnished
Furnished 4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,140000000.0,vip,400.0,4.0,4.0,Furnished
3bdrm Block of Flats in Ibadan Polytechnic/University for sale,"Ibadan, Ibadan Polytechnic/University",Ibadan Polytechnic/University,Ibadan,20000000.0,basic,600.0,3.0,4.0,Unfurnished
3bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,900000000.0,diamond,600.0,3.0,3.0,Semi-Furnished
5bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,3000000000.0,diamond,1000.0,5.0,5.0,Unfurnished
3bdrm House in Akinyele for sale,"Oyo State, Akinyele",Akinyele,Oyo State,18000000.0,basic,467.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),500000000.0,False,2000.0,4.0,5.0,Unfurnished
6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1300000000.0,False,1000.0,6.0,6.0,Unfurnished
4bdrm Duplex in Fha Estate Satellite for sale,"Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,150000000.0,vip,500.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Nasco, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,75000000.0,vip,600.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Inside An Estate, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,750000000.0,diamond,250.0,4.0,4.0,Unfurnished
4bdrm Duplex in Off Aparadija Road for sale,"Ipaja, Ayobo",Ayobo,Ipaja,60000000.0,diamond,325.0,4.0,4.0,Unfurnished
4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,400000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
3bdrm Block of Flats in Idimu for sale,"Egbe/Idimu, Idimu",Idimu,Egbe/Idimu,130000000.0,diamond,650.0,3.0,3.0,Unfurnished
"3bdrm Block of Flats in In A Good Location, Governors Road for sale","Ikotun/Igando, Governors Road",Governors Road,Ikotun/Igando,170000000.0,diamond,640.0,3.0,3.0,Unfurnished
"4bdrm Duplex in In An Estate, GRA Phase 1 for sale","Magodo, GRA Phase 1",GRA Phase 1,Magodo,340000000.0,diamond,300.0,4.0,4.0,Unfurnished
"4bdrm Duplex in Good Location, Dopemu for sale","Alimosho, Dopemu",Dopemu,Alimosho,65000000.0,diamond,170.0,4.0,4.0,Unfurnished
3bdrm Bungalow in Gold Estate Ishefun for sale,"Ipaja, Ayobo",Ayobo,Ipaja,80000000.0,diamond,500.0,3.0,3.0,Unfurnished
"2bdrm Block of Flats in Good Location, Alagbado for sale","Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,80000000.0,diamond,700.0,2.0,2.0,Unfurnished
2bdrm Apartment in Maryland Lagos for sale,"Lagos State, Maryland",Maryland,Lagos State,140000000.0,diamond,150.0,2.0,2.0,Unfurnished
"5bdrm Duplex in In An Rst, Chevron for sale","Lekki, Chevron",Chevron,Lekki,600000000.0,diamond,400.0,5.0,5.0,Unfurnished
"2bdrm Apartment in In A Secure Location, Igbo-efon for sale","Lekki, Igbo-efon",Igbo-efon,Lekki,120000000.0,diamond,190.0,2.0,2.0,Unfurnished
"2bdrm Apartment in In An Estate, Igbo-efon for sale","Lekki, Igbo-efon",Igbo-efon,Lekki,95000000.0,diamond,190.0,2.0,2.0,Unfurnished
"Furnished 4bdrm Bungalow in Oke Alafia Estate, Eleyele for sale","Ibadan, Eleyele",Eleyele,Ibadan,65000000.0,premium,500.0,4.0,5.0,Furnished
2bdrm Apartment in Eko Atlantic for sale,"Lagos State, Eko Atlantic",Eko Atlantic,Lagos State,750000000.0,vip,500.0,2.0,2.0,Unfurnished
Furnished 3bdrm Apartment in Ikate Lekki Lagos for sale,"Lekki, Ikate",Ikate,Lekki,400000000.0,diamond,600.0,3.0,3.0,Furnished
"Furnished 5bdrm Duplex in Maryland Lagos, Ilupeju for sale","Lagos State, Ilupeju",Ilupeju,Lagos State,550000000.0,diamond,1000.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Vgc Lekki Lagos, Victoria Island for sale","Lagos State, Victoria Island",Victoria Island,Lagos State,350000000.0,diamond,600.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Ologolo Lekki Lagos, Ikate for sale","Lekki, Ikate",Ikate,Lekki,470000000.0,diamond,600.0,5.0,5.0,Furnished
"Furnished 15bdrm Apartment in Irepodun Estate,Yidi for sale","Ibadan, Ibadan Polytechnic/University",Ibadan Polytechnic/University,Ibadan,55000000.0,False,450.0,15.0,15.0,Furnished
4bdrm Duplex in Orchid Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,230000000.0,diamond,500.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in S Forte Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,250000000.0,diamond,400.0,4.0,4.0,Unfurnished
6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1100000000.0,False,700.0,6.0,7.0,Semi-Furnished
"5bdrm Duplex in Kukwaba District, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),300000000.0,False,300.0,5.0,6.0,Unfurnished
5bdrm Duplex in Newsite Satellite for sale,"Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,200000000.0,vip,640.0,5.0,4.0,Semi-Furnished
"5bdrm Duplex in Inside An Estate, GRA Phase 2 Shangisha for sale","Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,580000000.0,diamond,300.0,5.0,5.0,Unfurnished
"3bdrm Bungalow in The Asiko Bungalow, Obafemi-Owode for sale","Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,38000000.0,diamond,400.0,3.0,3.0,Unfurnished
"5bdrm Block of Flats in In A Secure Location, Akute Ajuwon for sale","Ikorodu, Akute Ajuwon",Akute Ajuwon,Ikorodu,65000000.0,diamond,320.0,5.0,5.0,Unfurnished
"1bdrm Block of Flats in In Good Location, Igando / Ikotun/Igando","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,62000000.0,diamond,648.0,1.0,1.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Ogudu for sale","Lagos State, Ogudu",Ogudu,Lagos State,280000000.0,diamond,200.0,4.0,4.0,Unfurnished
3bdrm Duplex in Ajao Estate for sale,"Isolo, Ajao Estate",Ajao Estate,Isolo,220000000.0,diamond,300.0,3.0,3.0,Unfurnished
"3bdrm Block of Flats in Ahamadiyya Ijaiye, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,Lagos State,90000000.0,diamond,500.0,3.0,3.0,Unfurnished
"2bdrm Block of Flats in In An Estate, Ayobo for sale","Ipaja, Ayobo",Ayobo,Ipaja,100000000.0,diamond,430.0,2.0,2.0,Unfurnished
"3bdrm Apartment in The Stanford, Ilasan for sale","Lekki, Ilasan",Ilasan,Lekki,195000000.0,diamond,170.0,3.0,3.0,Unfurnished
Furnished 5bdrm Duplex in Ajah Lagos for sale,"Lagos State, Ajah",Ajah,Lagos State,300000000.0,diamond,600.0,5.0,5.0,Furnished
Furnished 5bdrm Duplex in Sangotedo Ajah Lagos for sale,"Ajah, Sangotedo",Sangotedo,Ajah,400000000.0,diamond,600.0,5.0,5.0,Furnished
Furnished 2bdrm Apartment in Ologolo Lekki Lagos for sale,"Lekki, Ologolo",Ologolo,Lekki,125000000.0,diamond,600.0,2.0,2.0,Furnished
"Furnished 5bdrm Duplex in Federal Housing, Osogbo for sale","Osun State, Osogbo",Osogbo,Osun State,400000000.0,diamond,1000.0,5.0,5.0,Furnished
"2bdrm Bungalow in Good Location, Badagry / Badagry for sale","Badagry, Badagry / Badagry",Badagry / Badagry,Badagry,15000000.0,diamond,160.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Orchid Lekki, Ikota for sale","Lekki, Ikota",Ikota,Lekki,200000000.0,diamond,210.0,4.0,4.0,Unfurnished
"3bdrm Duplex in Ninety One Residence, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,135000000.0,diamond,200.0,3.0,3.0,Unfurnished
"5bdrm Duplex in Inside An Estate, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,339000000.0,diamond,280.0,5.0,5.0,Unfurnished
"4bdrm Duplex in In An Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,200000000.0,diamond,250.0,4.0,4.0,Unfurnished
"2bdrm Block of Flats in In A Secure, Agbado for sale","Ifako-Ijaiye, Agbado",Agbado,Ifako-Ijaiye,110000000.0,diamond,660.0,2.0,2.0,Unfurnished
4bdrm Duplex in Olowora Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,250000000.0,diamond,250.0,4.0,4.0,Unfurnished
4bdrm Bungalow in Navy Estate Karshi for sale,"Abuja (FCT), Karshi",Karshi,Abuja (FCT),54200000.0,diamond,510.0,4.0,4.0,Unfurnished
3bdrm Bungalow in Ado-Odo/Ota for sale,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,13000000.0,diamond,22.0,3.0,3.0,Semi-Furnished
"2bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),100000000.0,vip_gold,1200.0,2.0,3.0,Semi-Furnished
Furnished 5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,500000000.0,vip,500.0,5.0,5.0,Furnished
"3bdrm Apartment in Lekki Lagos, Ikate-Elegushi for sale","Lekki, Ikate-Elegushi",Ikate-Elegushi,Lekki,200000000.0,diamond,500.0,3.0,3.0,Semi-Furnished
5bdrm Duplex in Lekki Lagos for sale,"Lagos State, Lekki",Lekki,Lagos State,400000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Paradise Estate 2., Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,170000000.0,diamond,500.0,4.0,4.0,Unfurnished
"6bdrm Duplex in Chimaroke Estate Or, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,120000000.0,vip,500.0,6.0,6.0,Unfurnished
4bdrm Duplex in Valley Estate Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,220000000.0,vip,500.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Premier Layout, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,75000000.0,vip,500.0,5.0,5.0,Unfurnished
3bdrm Block of Flats in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),1100000000.0,False,1200.0,3.0,4.0,Unfurnished
3bdrm Block of Flats in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),185000000.0,False,180.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Inside Estate, Surulere for sale","Lagos State, Surulere",Surulere,Lagos State,300000000.0,diamond,300.0,4.0,4.0,Unfurnished
1bdrm Block of Flats in Parafa Ikorodu Lagos for sale,"Lagos State, Ikorodu",Ikorodu,Lagos State,35000000.0,diamond,320.0,1.0,1.0,Unfurnished
"3bdrm House in In A Good Location, Erunwe for sale","Ikorodu, Erunwe",Erunwe,Ikorodu,150000000.0,diamond,972.0,3.0,3.0,Unfurnished
Furnished 2bdrm Apartment in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,150000000.0,enterprise,500.0,2.0,2.0,Furnished
5bdrm Duplex in Orchid Road Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,680000000.0,diamond,350.0,5.0,5.0,Unfurnished
3bdrm Block of Flats in Off Lasu Igando for sale,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,155000000.0,diamond,640.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Olu Odo, Ebute for sale","Ikorodu, Ebute",Ebute,Ikorodu,150000000.0,diamond,650.0,4.0,4.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Surulere for sale","Lagos State, Surulere",Surulere,Lagos State,170000000.0,diamond,200.0,4.0,4.0,Unfurnished
Furnished 4bdrm Block of Flats in Ikate Lekki Lagos for sale,"Lekki, Ikate",Ikate,Lekki,400000000.0,diamond,2400.0,4.0,4.0,Furnished
Furnished 5bdrm Duplex in Ikoyi Lagos for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,6500000000.0,diamond,1200.0,5.0,5.0,Furnished
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Ajah,250000000.0,vip,300.0,4.0,4.0,Unfurnished
"2bdrm Bungalow in Unit Estate, Ijede / Ikorodu for sale","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,30000000.0,diamond,252.0,2.0,3.0,Unfurnished
"5bdrm House in Lekki Lagos, Chevron for sale","Lekki, Chevron",Chevron,Lekki,650000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
"3bdrm Block of Flats in Kukwaba District, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),130000000.0,False,180.0,3.0,4.0,Unfurnished
4bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,150000000.0,premium,400.0,4.0,5.0,Unfurnished
"3bdrm Bungalow in Rinsayo, Osogbo for sale","Osun State, Osogbo",Osogbo,Osun State,5000000.0,diamond,450.0,3.0,3.0,Unfurnished
"4bdrm Duplex in In A Secure, Ikota for sale","Lekki, Ikota",Ikota,Lekki,140000000.0,diamond,270.0,4.0,4.0,Unfurnished
"2bdrm Apartment in In A Secure Location, Yaba for sale","Lagos State, Yaba",Yaba,Lagos State,140000000.0,diamond,200.0,2.0,2.0,Unfurnished
"2bdrm Block of Flats in In A Good Location, Igando / Ikotun/Igando","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,90000000.0,diamond,649.0,2.0,2.0,Unfurnished
"3bdrm Duplex in Lavidahill Estate, Alagbado for sale","Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,43000000.0,diamond,300.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Airport Road, Ajao Estate for sale","Isolo, Ajao Estate",Ajao Estate,Isolo,270000000.0,diamond,325.0,4.0,4.0,Unfurnished
"2bdrm Block of Flats in Serene Ambience, Alagbado for sale","Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,60000000.0,diamond,430.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Inside An Estate, Ogba for sale","Lagos State, Ogba",Ogba,Lagos State,185000000.0,diamond,250.0,4.0,4.0,Unfurnished
2bdrm Block of Flats in Mile 12 for sale,"Kosofe, Mile 12",Mile 12,Kosofe,165000000.0,diamond,600.0,2.0,2.0,Unfurnished
"4bdrm Duplex in In A Pristine, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,550000000.0,diamond,210.0,4.0,4.0,Unfurnished
Furnished 3bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,250000000.0,vip,500.0,3.0,3.0,Furnished
5bdrm Duplex in Egbeda for sale,"Alimosho, Egbeda",Egbeda,Alimosho,120000000.0,diamond,550.0,5.0,5.0,Semi-Furnished
"5bdrm Duplex in Banana Island Road, Ikoyi for sale","Lagos State, Ikoyi",Ikoyi,Lagos State,2500000000.0,diamond,500.0,5.0,5.0,Unfurnished
"Furnished 4bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,200000000.0,vip,500.0,4.0,4.0,Furnished
"Furnished 3bdrm Bungalow in Amorit, Osogbo for sale","Osun State, Osogbo",Osogbo,Osun State,35000000.0,diamond,300.0,3.0,3.0,Furnished
"3bdrm Bungalow in Truevine Bungalow, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Ibeju,80000000.0,diamond,250.0,3.0,3.0,Unfurnished
"5bdrm Duplex in Inside An Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,250000000.0,diamond,325.0,5.0,5.0,Unfurnished
"4bdrm Block of Flats in Good Location, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,85000000.0,diamond,648.0,4.0,4.0,Unfurnished
4bdrm Duplex in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,280000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in In A Secure Location, Ikate for sale","Lekki, Ikate",Ikate,Lekki,430000000.0,diamond,300.0,5.0,5.0,Unfurnished
"4bdrm Duplex in In An Estate, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,550000000.0,diamond,250.0,4.0,4.0,Unfurnished
3bdrm Bungalow in In An Estate In for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,2700000000.0,diamond,1800.0,3.0,3.0,Unfurnished
